Project Name,Checkpoint Name,Created On,File Name,Lines,Statements,Percent Branch Statements,Percent Lines with Comments,Functions,Average Statements per Function,Line Number of Most Complex Function*,Name of Most Complex Function*,Complexity of Most Complex Function*,Line Number of Deepest Block,Maximum Block Depth,Average Block Depth,Average Complexity*,Statements at block level 0,Statements at block level 1,Statements at block level 2,Statements at block level 3,Statements at block level 4,Statements at block level 5,Statements at block level 6,Statements at block level 7,Statements at block level 8,Statements at block level 9
ACU,Checkpoint2,31 10 2020,../workspace/SUMCHECK/SRC/version.c,47,4,0.0,74.5,1,1.0,42,SumcheckVer(),1,44,1,0.25,1.00,3,1,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/OPIFDRV/SRC/opif_cmd.c,636,183,8.2,56.0,19,7.0,481,s_splitCmdMsg(),14,549,4,1.17,2.00,47,89,22,18,7,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/OPIFDRV/SRC/opif_cmd.h,38,5,0.0,73.7,0,0.0,{undefined},,0,0,0,0.00,0.00,5,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/OPIFDRV/SRC/opif_fmt.h,205,127,0.0,64.4,0,0.0,{undefined},,0,41,1,0.77,0.00,29,98,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/OPIFDRV/SRC/opif_main.c,537,181,14.4,45.4,12,10.7,274,s_connectOPIF(),13,351,6,1.39,3.33,53,66,30,12,12,7,1,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/OPIFDRV/SRC/opif_msg.c,1603,626,17.4,46.7,41,13.9,1119,execDsrvFunc(),15,571,5,2.12,3.71,52,215,179,42,62,76,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/OPIFDRV/SRC/opif_msg.h,79,43,0.0,35.4,0,0.0,{undefined},,0,0,0,0.00,0.00,43,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/OPIFDRV/SRC/opif_runpls.c,85,15,13.3,64.7,3,2.0,58,runpulseOff(),2,61,2,0.53,1.67,9,4,2,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/OPIFDRV/SRC/opif_version.c,32,3,0.0,78.1,1,1.0,26,OpifDriverVer(),1,28,1,0.33,1.00,2,1,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/OSWRAP/SRC/clogmsg.c,283,73,13.7,44.5,6,8.8,52,clogMsg(),13,90,3,0.96,3.00,20,38,13,2,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/OSWRAP/SRC/hexfloat.c,233,61,6.6,45.9,8,5.5,87,d2iS(),2,93,2,0.92,1.50,17,32,12,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/OSWRAP/SRC/memmon.c,1195,590,26.1,32.5,25,20.4,711,memModify(),23,672,6,1.98,7.04,70,138,207,114,38,17,6,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/OSWRAP/SRC/system_call.c,1090,205,17.6,63.5,26,6.7,283,c_msgQReceive(),5,309,3,1.12,2.77,31,128,37,9,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/OSWRAP/SRC/taskcontrol.c,54,7,0.0,66.7,1,3.0,43,chgTaskPriority(),1,48,1,0.43,1.00,4,3,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/OSWRAP/SRC/version.c,48,4,0.0,77.1,1,1.0,42,OswrapVer(),1,44,1,0.25,1.00,3,1,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/OSWRAP/SRC/wrap_common.h,194,113,0.0,36.1,0,0.0,{undefined},,0,0,0,0.00,0.00,113,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_c3135.c,2067,819,17.1,40.3,47,16.1,130,C3135Open(),22,182,5,1.28,4.11,63,540,154,50,11,1,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_c3135.h,283,177,0.0,56.9,0,0.0,{undefined},,0,57,1,0.20,0.00,141,36,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_common.c,284,67,9.0,56.3,10,4.9,118,pci_comPciIntrEnable(),3,127,3,0.88,1.60,18,41,6,2,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_common.h,125,57,0.0,50.4,0,0.0,{undefined},,0,70,1,0.18,0.00,47,10,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_ilc.c,2434,792,14.6,47.8,51,14.2,90,FilcOpen(),16,137,5,1.19,3.27,69,559,121,33,9,1,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_ilc.h,221,100,0.0,76.0,0,0.0,{undefined},,0,36,1,0.51,0.00,49,51,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_iso.c,1520,540,13.7,45.3,29,17.0,91,C2726Open(),10,129,5,1.24,3.59,47,368,82,35,7,1,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_iso.h,226,93,0.0,69.9,0,0.0,{undefined},,0,39,1,0.44,0.00,52,41,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_isoc2130.c,1356,544,15.6,36.3,30,16.5,75,C2130Open(),10,112,5,1.26,4.13,48,358,96,34,7,1,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_isoc2130.h,213,83,0.0,70.0,0,0.0,{undefined},,0,39,1,0.40,0.00,50,33,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_isoc2130_rom.c,40,3,0.0,72.5,0,0.0,{undefined},,0,0,0,0.00,0.00,3,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_isoc2703.c,1893,882,12.8,33.9,39,21.2,547,C2703Open(),10,1373,5,1.19,4.31,57,654,127,36,7,1,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_isoc2703.h,228,95,0.0,70.6,0,0.0,{undefined},,0,39,1,0.45,0.00,52,43,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_isoc2703_rom.c,40,3,0.0,72.5,0,0.0,{undefined},,0,0,0,0.00,0.00,3,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_isoc2994.c,1893,883,12.8,33.9,39,21.2,547,readback2994(),10,1373,5,1.19,4.31,57,655,127,36,7,1,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_isoc2994.h,228,95,0.0,70.6,0,0.0,{undefined},,0,39,1,0.45,0.00,52,43,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_isoc2994_rom.c,40,3,0.0,72.5,0,0.0,{undefined},,0,0,0,0.00,0.00,3,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_iso_rom.c,40,3,0.0,70.0,0,0.0,{undefined},,0,0,0,0.00,0.00,3,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_pls.c,1200,429,20.3,44.1,22,17.8,390,FplsSetOutput(),21,134,5,1.37,5.18,38,253,88,41,8,1,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_pls.h,136,66,0.0,70.6,0,0.0,{undefined},,0,51,1,0.44,0.00,37,29,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_ras.c,2529,963,18.4,42.7,46,19.5,1878,pci_rasPciInt(),19,139,5,1.33,4.93,67,618,191,65,21,1,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_ras.h,223,129,0.0,81.6,0,0.0,{undefined},,0,33,1,0.37,0.00,81,48,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_sdc.c,1971,891,19.4,43.8,31,27.3,575,FsdcGetAngle(),29,128,5,1.73,6.39,46,395,225,207,17,1,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_sdc.h,227,145,0.0,83.3,0,0.0,{undefined},,0,34,1,0.34,0.00,96,49,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_sio.c,2187,868,18.8,43.7,32,25.1,1755,pci_sioChkUartConfig(),18,250,5,1.27,6.38,66,561,192,42,6,1,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_sio.h,332,206,0.0,75.3,0,0.0,{undefined},,0,101,2,0.37,0.00,131,73,2,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_sio_data.c,423,139,15.8,47.5,8,12.6,251,pci_sioCheckRxData(),12,272,4,1.08,4.38,34,72,24,6,3,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_sio_data.h,33,5,0.0,66.7,0,0.0,{undefined},,0,0,0,0.00,0.00,5,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_sio_debug.c,383,176,11.4,36.0,8,19.1,49,FsioStoreDebugReg(),8,266,4,1.26,3.75,23,93,52,7,1,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_sio_debug.h,79,41,0.0,67.1,0,0.0,{undefined},,0,27,1,0.54,0.00,19,22,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_sio_rcvtask.c,251,84,14.3,52.2,4,13.5,123,pci_sioPciRcvTask(),14,178,4,1.15,4.75,26,31,16,10,1,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_sio_rcvtask.h,32,5,0.0,68.8,0,0.0,{undefined},,0,0,0,0.00,0.00,5,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_sva.c,1779,699,17.0,43.6,31,21.1,87,FsvaOpen(),17,135,5,1.28,4.97,46,476,127,37,12,1,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/pci_sva.h,190,98,0.0,77.4,0,0.0,{undefined},,0,34,1,0.38,0.00,61,37,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/DRIVER/SRC/version.c,60,9,0.0,70.0,2,1.0,38,CardDriverVer(),1,40,1,0.22,1.00,7,2,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SYSDATA/SRC/sysdattsk.c,534,151,20.5,49.8,12,9.2,119,p_sysdata(),13,521,5,1.52,3.67,39,49,27,19,16,1,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SYSDATA/SRC/sysdtadm.c,429,136,6.6,48.0,11,10.1,109,store_req(),4,86,2,0.88,3.09,25,102,9,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SYSDATA/SRC/sysdtadm_lcl.h,100,31,0.0,71.0,0,0.0,{undefined},,0,46,1,0.19,0.00,25,6,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SYSDATA/SRC/sysload.c,537,171,21.6,46.6,7,21.1,448,s_format_chk(),21,466,4,1.46,8.57,23,73,54,15,6,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SYSDATA/SRC/syslog.c,78,17,17.6,64.1,1,12.0,44,sysLogSave(),4,56,2,0.88,4.00,5,9,3,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SYSDATA/SRC/syssave.c,350,123,19.5,42.6,5,21.8,121,s_sysdat_edit(),10,138,3,1.42,6.20,14,52,48,9,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SYSDATA/SRC/sysstore.c,108,29,13.8,51.9,2,11.0,42,sysdataStore(),4,58,2,0.90,3.00,7,18,4,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SYSDATA/SRC/sysutil.c,51,8,0.0,66.7,1,5.0,36,changeSuffix(),1,42,1,0.63,1.00,3,5,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SYSDATA/SRC/sys_common.h,184,109,0.0,35.3,0,0.0,{undefined},,0,0,0,0.00,0.00,109,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SYSDATA/SRC/version.c,48,4,0.0,72.9,1,1.0,42,SysdataVer(),1,44,1,0.25,1.00,3,1,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/ALMLOG/almlog.c,276,89,13.5,47.1,3,21.3,147,c_almlogDetect_impl(),12,191,4,1.58,5.00,25,26,5,27,6,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/ALMLOG/almlogtsk.c,509,175,11.4,46.6,10,13.9,120,p_almlogtask(),7,163,4,1.10,3.10,35,98,33,8,1,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/ALMLOG/almlog_lcl.h,86,33,0.0,58.1,0,0.0,{undefined},,0,39,1,0.18,0.00,27,6,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/CLOCK/clk_intrpt.c,276,89,9.0,45.7,5,13.2,240,startAbsTimer(),4,75,2,0.87,2.60,23,55,11,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/CLOCK/clock_init.c,281,104,15.4,46.3,3,24.0,143,add_cycle(),16,206,4,1.05,6.33,32,46,16,9,1,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/CLOCK/clock_lcl.h,93,45,0.0,63.4,0,0.0,{undefined},,0,53,1,0.20,0.00,36,9,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/CLOCK/mtvtask.c,476,171,28.7,48.5,6,21.7,115,p_mtvtask(),30,178,6,1.97,12.33,35,47,39,18,12,10,10,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/CLOCK/timer.c,209,59,16.9,51.2,4,9.3,75,setTimer(),5,91,4,1.24,3.75,16,26,7,7,3,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/COMFUNC/acucom.c,1077,336,25.3,44.4,25,12.4,234,chkAscii(),9,48,4,1.45,4.88,27,169,109,25,6,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/COMFUNC/anglecom.c,501,161,21.7,47.5,11,13.4,28,c_xy_az(),10,73,3,1.22,5.09,14,99,46,2,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/COMFUNC/cfilter.c,105,27,18.5,57.1,1,25.0,45,c2dFilter(),7,59,3,1.44,7.00,2,15,6,4,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/COMFUNC/runpulse.c,129,34,20.6,58.1,3,7.7,51,runpulseOut(),6,66,4,1.21,3.67,11,12,6,3,2,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/COMFUNC/variability.c,53,10,0.0,60.4,3,1.0,36,set_variability(),1,37,1,0.30,1.00,7,3,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/CPU/copytime.c,125,60,5.0,39.2,3,16.0,76,loopCopyTime(),3,53,2,1.00,2.00,12,36,12,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/CPU/cpu_dcpsh7780.c,502,161,7.5,36.5,15,7.5,310,p_CpuFlashEraseAll(),7,321,3,0.84,1.87,49,93,15,4,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/CPU/flashring.c,289,139,23.7,31.8,6,20.5,42,flashRingSearchNext(),11,62,4,1.78,7.33,16,48,35,31,9,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/DSP/dsp.c,921,282,17.7,38.5,12,18.9,513,dsp_pre_tx(),14,573,5,1.56,5.08,51,97,83,31,16,4,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/DSP/dsp.h,260,83,0.0,56.5,0,0.0,{undefined},,0,41,1,0.34,0.00,55,28,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/DSP/dsp_ax.c,337,25,0.0,13.4,0,0.0,{undefined},,0,0,0,0.00,0.00,25,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/DSP/dsp_ax.h,153,91,0.0,56.9,0,0.0,{undefined},,0,46,1,0.18,0.00,75,16,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/DSP/dsp_ci.c,606,24,0.0,21.1,0,0.0,{undefined},,0,0,0,0.00,0.00,24,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/DSP/dsp_ci.h,43,19,0.0,32.6,0,0.0,{undefined},,0,0,0,0.00,0.00,19,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/DSP/dsp_coff.c,249,108,6.5,50.2,2,23.5,153,dsp_coff_tx(),8,225,3,0.90,4.50,33,57,14,4,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/DSP/dsp_hw.c,350,60,0.0,52.0,9,3.7,98,dsp_dtoh(),1,105,1,0.55,1.00,27,33,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/DSP/dsp_hw.h,88,13,0.0,55.7,0,0.0,{undefined},,0,0,0,0.00,0.00,13,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/DSP/dsp_memmon.c,55,19,15.8,54.5,1,14.0,33,dsp_memmon(),4,45,2,0.89,4.00,5,11,3,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/DSP/dsp_trx_sub.c,725,250,22.0,28.1,23,9.5,68,set_dsp_alarm(),21,385,4,1.56,3.43,31,111,51,51,6,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/DSP/dsp_trx_sub.h,177,25,0.0,37.3,0,0.0,{undefined},,0,0,0,0.00,0.00,25,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/DSP/dsp_user.c,612,197,15.2,40.5,19,8.3,380,constructCpuAxis2DspAxis(),14,413,3,1.31,2.58,40,84,45,28,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/EIB7IF/eib7iftask.c,207,67,10.4,47.3,5,7.0,134,p_eib7iftask(),5,147,3,0.79,2.60,28,27,10,2,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/ERROR/errintr.c,158,36,2.8,54.4,4,5.0,117,i_cpuErrorHandler(),2,139,2,0.72,1.25,16,14,6,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/ERROR/halt.c,475,175,11.4,38.1,10,11.9,169,p_halttask(),12,244,4,1.08,3.60,54,73,32,12,4,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/ERROR/wdt.c,149,49,22.4,53.7,3,11.3,92,wdtReset(),8,116,4,1.49,5.00,15,7,17,8,2,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/OPIF/opiffunc.c,934,238,25.6,42.0,33,5.2,284,getCmdInEna(),14,346,4,1.25,3.76,65,88,50,31,4,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/OPIF/opifinit.c,484,179,21.2,37.4,10,12.3,136,m_opif_renew(),17,307,5,1.47,6.50,50,54,45,10,10,10,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/OPIF/opiftbl.c,116,57,0.0,27.6,0,0.0,{undefined},,0,0,0,0.00,0.00,57,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/OPIF/opif_lcl.h,240,103,0.0,24.6,0,0.0,{undefined},,0,24,1,0.13,0.00,90,13,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/PARALLEL/angmarker.c,138,45,20.0,50.0,1,32.0,51,m_angmarker(),36,113,3,1.16,36.00,13,16,12,4,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/PARALLEL/parallel.c,141,58,10.3,34.0,3,8.7,91,pioOutput(),4,75,3,0.78,3.00,32,10,13,3,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/PARALLEL/parallel_lcl.h,89,33,0.0,58.4,0,0.0,{undefined},,0,21,1,0.36,0.00,21,12,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/PARALLEL/paralle_init.c,369,100,3.0,53.4,9,4.7,263,c2994_output_init(),2,275,2,0.54,1.33,58,30,12,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_CONT/access.c,553,212,27.8,34.9,11,15.6,103,m_access_impl(),30,138,5,1.55,8.09,40,65,68,31,6,2,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_CONT/access_lcl.h,51,13,0.0,62.7,0,0.0,{undefined},,0,33,1,0.23,0.00,10,3,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_CONT/alarm.c,707,229,15.3,44.8,17,7.8,299,s_make_proper_alm(),5,256,3,0.94,3.35,97,74,33,25,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_CONT/alarm_lcl.h,80,26,0.0,51.2,0,0.0,{undefined},,0,0,0,0.00,0.00,26,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_CONT/coastmode.c,204,48,37.5,48.5,3,10.3,117,s_coast_st(),20,127,3,1.23,8.00,17,10,14,7,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_CONT/coastmode_lcl.h,47,9,0.0,61.7,0,0.0,{undefined},,0,0,0,0.00,0.00,9,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_CONT/conttask.c,291,107,4.7,43.6,3,18.3,175,p_conttask(),6,189,3,0.89,3.00,48,26,30,3,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_CONT/conttask_lcl.h,41,7,0.0,63.4,0,0.0,{undefined},,0,0,0,0.00,0.00,7,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_CONT/drmode.c,315,106,25.5,50.5,5,17.6,202,s_mode_stat(),12,162,4,1.47,6.40,18,43,23,21,1,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_CONT/drmode_lcl.h,72,25,0.0,62.5,0,0.0,{undefined},,0,30,1,0.08,0.00,23,2,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_CONT/dronoff.c,506,130,19.2,68.4,7,14.1,340,s_drv_timing(),23,381,4,1.68,4.57,29,37,26,22,16,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_CONT/elvanglmode.c,99,20,25.0,52.5,2,4.5,74,s_chg_elvanglmode(),9,83,3,0.85,5.50,11,3,4,2,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_CONT/interlock.c,485,177,20.9,51.8,6,23.8,151,s_drvcontrol(),19,206,4,1.31,7.33,34,75,51,13,4,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_CONT/interlock_lcl.h,77,22,0.0,58.4,0,0.0,{undefined},,0,45,1,0.18,0.00,18,4,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_CONT/interpolation.c,312,103,18.4,50.3,6,11.3,84,m_prog_interpolation(),9,117,4,1.31,4.83,35,28,19,15,6,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_CONT/interpolation_lcl.h,32,10,0.0,65.6,0,0.0,{undefined},,0,0,0,0.00,0.00,10,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_CONT/looptask_healthchk.c,84,20,20.0,54.8,2,5.0,61,m_looptask_healthChk(),5,70,4,1.00,3.00,10,5,1,3,1,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_CONT/motor.c,383,91,11.0,62.7,12,4.8,79,m_motor_cont(),8,84,2,0.91,3.42,31,37,23,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_CONT/pol.c,403,104,8.7,42.2,9,6.6,311,make_pol_time_out(),5,328,3,0.87,2.67,40,42,18,4,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_CONT/srvband.c,138,47,17.0,38.4,2,17.5,77,m_servoband_impl(),16,98,4,2.11,9.00,12,6,6,11,12,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_CONT/srvband_lcl.h,39,5,0.0,66.7,0,0.0,{undefined},,0,0,0,0.00,0.00,5,0,0,0,0,0,0,0,0,0
