Project Name,Checkpoint Name,Created On,File Name,Lines,Statements,Percent Branch Statements,Percent Lines with Comments,Functions,Average Statements per Function,Line Number of Most Complex Function*,Name of Most Complex Function*,Complexity of Most Complex Function*,Line Number of Deepest Block,Maximum Block Depth,Average Block Depth,Average Complexity*,Statements at block level 0,Statements at block level 1,Statements at block level 2,Statements at block level 3,Statements at block level 4,Statements at block level 5,Statements at block level 6,Statements at block level 7,Statements at block level 8,Statements at block level 9
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_CONT/srvparam.c,520,116,17.2,46.7,7,11.3,304,s_srvparam_set(),23,350,3,1.14,5.43,37,38,29,12,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_CONT/srvparam_lcl.h,35,6,0.0,62.9,0,0.0,{undefined},,0,0,0,0.00,0.00,6,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_CONT/stowpin.c,392,105,18.1,47.4,13,5.2,148,stowPinAx2InsrCnt(),8,225,3,1.06,3.85,38,28,34,5,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_CONT/trkgfreq.c,334,107,17.8,39.8,9,7.2,191,chg_trkgfreq_auto(),15,200,4,1.23,5.00,42,25,20,13,7,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_CONT/trkgfreq_lcl.h,46,4,0.0,71.7,0,0.0,{undefined},,0,0,0,0.00,0.00,4,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_INIT/cardinit.c,238,143,0.7,31.9,6,18.3,133,cardSetCycle(),2,137,2,0.78,1.17,33,108,2,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_INIT/drivererror.c,204,113,33.6,31.9,2,44.0,65,driverError(),26,112,4,1.84,17.50,23,25,27,23,15,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_INIT/inittask.c,423,172,2.9,38.3,4,30.3,252,p_inittask(),4,209,2,0.75,2.25,51,113,8,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_INIT/inittask_lcl.h,54,6,0.0,68.5,0,0.0,{undefined},,0,0,0,0.00,0.00,6,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_INIT/printversion.c,86,35,2.9,46.5,1,20.0,54,printVersion(),2,60,2,0.63,2.00,15,18,2,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_INIT/printversion_lcl.h,41,6,0.0,68.3,0,0.0,{undefined},,0,0,0,0.00,0.00,6,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/acuunittest.c,499,142,14.1,48.1,8,12.5,141,m_unittest(),9,176,5,0.98,3.63,42,70,25,2,2,1,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/analog.c,379,136,12.5,40.4,9,10.4,105,m_analog_init(),6,123,3,1.11,3.11,42,52,27,15,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/analog_lcl.h,32,4,0.0,71.9,0,0.0,{undefined},,0,0,0,0.00,0.00,4,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/autoerr.c,888,301,13.6,41.7,19,10.7,690,ax_auto_err_azelcr_high(),14,416,5,1.13,3.79,89,128,55,21,2,6,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/autoprog.c,574,159,17.6,48.4,14,8.3,193,s_calc_aperr(),12,232,4,1.26,3.79,43,62,34,10,10,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/cmdangle.c,585,169,26.0,43.9,11,11.5,77,m_cangle(),24,110,3,1.09,7.00,43,74,46,6,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/coasting.c,199,61,11.5,46.2,4,9.3,141,makeAve(),4,125,3,0.98,2.75,24,18,15,4,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/coasting_lcl.h,47,9,0.0,61.7,0,0.0,{undefined},,0,0,0,0.00,0.00,9,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/damonitor.c,84,19,15.8,53.6,2,6.0,36,m_damonitor(),3,42,2,0.89,3.00,7,7,5,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/looptask.c,318,117,1.7,42.8,3,21.7,108,m_looptask_init(),2,129,2,0.61,1.67,48,67,2,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/looptask_lcl.h,42,8,0.0,61.9,0,0.0,{undefined},,0,0,0,0.00,0.00,8,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/majref.c,634,157,12.1,48.1,14,7.5,132,s_ax1_majref(),5,187,4,0.94,2.43,52,72,26,5,2,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/makelevel.c,155,49,6.1,48.4,3,9.3,104,s_setbeacon(),4,123,3,0.84,2.33,21,17,9,2,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/makelevel_lcl.h,32,4,0.0,71.9,0,0.0,{undefined},,0,0,0,0.00,0.00,4,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/mancmd.c,161,38,7.9,49.1,4,4.8,133,ax_make_majref_man(),3,148,3,0.71,1.75,19,13,4,2,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/overspd.c,377,104,8.7,52.3,11,6.1,210,s_chk_speed(),6,251,3,0.81,1.82,37,51,15,1,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/posncmd.c,537,149,22.8,48.6,10,10.9,214,cangle_posn(),9,264,4,1.11,4.50,40,61,42,4,2,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/posnloop.c,1100,265,16.6,56.4,13,16.0,989,s_init_boost_nonboostsrvtype(),18,835,3,1.14,6.00,57,127,67,14,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/posnloop_lcl.h,32,4,0.0,71.9,0,0.0,{undefined},,0,0,0,0.00,0.00,4,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/potin.c,111,26,34.6,44.1,1,19.0,41,m_pot_get_ang(),13,59,3,1.54,13.00,7,4,9,6,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/presetposn.c,309,118,22.9,36.6,8,10.5,181,presetPosn(),15,212,5,2.02,5.00,34,17,17,21,21,8,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/presetposn_lcl.h,48,3,0.0,70.8,0,0.0,{undefined},,0,0,0,0.00,0.00,3,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/progcmd.c,914,324,21.6,41.4,20,12.4,390,chg_progcmd_ang(),18,288,5,1.47,6.30,76,107,79,43,13,6,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/progcmd_lcl.h,79,26,0.0,54.4,0,0.0,{undefined},,0,0,0,0.00,0.00,26,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/pulse.c,223,55,3.6,52.0,6,5.2,119,s_pulse_drive(),3,127,2,0.60,1.33,24,29,2,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/rdin.c,441,140,15.0,43.3,12,8.2,155,rdinGetAng(),9,177,4,1.14,2.75,36,70,18,10,6,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/realangle.c,620,129,24.8,44.8,14,6.5,422,s_cable_overlap(),10,447,4,1.19,4.00,38,45,34,8,4,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/realangle_lcl.h,39,12,0.0,59.0,0,0.0,{undefined},,0,0,0,0.00,0.00,12,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/runaway.c,426,107,9.3,49.3,8,8.1,330,s_chk_runaway(),8,370,4,0.96,3.13,36,46,20,3,2,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/sdin.c,368,86,9.3,54.6,6,9.8,95,m_sdin_init(),4,119,2,0.93,2.50,27,38,21,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/sdin_lcl.h,52,4,0.0,73.1,0,0.0,{undefined},,0,0,0,0.00,0.00,4,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/slavecmd.c,331,82,14.6,52.0,7,7.0,213,calc_rcvSlavecmd(),8,233,3,1.00,3.14,33,21,23,5,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/slewcmd.c,637,162,23.5,51.3,11,10.5,366,s_getSlewRecInf(),18,233,3,1.17,6.55,43,57,54,8,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/slewcmd_lcl.h,41,12,0.0,58.5,0,0.0,{undefined},,0,0,0,0.00,0.00,12,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/srvtest.c,659,261,26.8,49.6,11,19.5,127,m_servotest(),27,163,3,1.55,7.18,42,73,106,40,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/step.c,3089,1046,19.2,64.0,97,8.4,2594,s_peak_drv(),24,2620,5,1.40,3.21,236,388,266,92,56,8,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/stepcmd.c,501,213,19.7,38.9,9,18.2,319,make_stepcmd_status(),25,111,3,1.10,6.11,49,96,65,3,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/stepcmd_lcl.h,32,4,0.0,71.9,0,0.0,{undefined},,0,0,0,0.00,0.00,4,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/stepram.c,69,30,0.0,66.7,0,0.0,{undefined},,0,0,0,0.00,0.00,30,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/stepsub.c,299,124,25.0,45.2,5,22.2,122,c_stepdrv(),23,167,4,1.67,8.40,13,53,26,26,6,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/steptest.c,394,119,5.9,54.1,11,7.1,102,m_step_test_impl(),5,115,3,0.81,1.73,41,66,6,6,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/steptest_lcl.h,32,4,0.0,71.9,0,0.0,{undefined},,0,0,0,0.00,0.00,4,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/P_LOOP/stowposn.c,185,49,14.3,51.9,8,3.4,127,stowPosnAx2Cnt(),12,99,2,0.78,3.13,22,16,11,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/REMOTE/aouif.c,179,44,0.0,44.1,4,2.5,121,wakeupAouSendTask(),1,123,1,0.23,1.00,34,10,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/REMOTE/aouif_lcl.h,47,13,0.0,57.4,0,0.0,{undefined},,0,0,0,0.00,0.00,13,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/REMOTE/delimiter.c,184,51,15.7,51.1,3,13.3,84,s_delimiter_rmt(),4,105,3,1.14,3.67,11,24,14,2,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/REMOTE/remoteif.c,184,47,2.1,42.9,4,3.0,123,initRemote(),2,130,2,0.28,1.25,35,11,1,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/REMOTE/remoteif_lcl.h,49,15,0.0,55.1,0,0.0,{undefined},,0,0,0,0.00,0.00,15,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/REMOTE/remoteif_sub.c,497,76,0.0,56.9,37,1.0,38,s_setRemoteProgElPredCommandEnable(),1,43,1,0.49,1.00,39,37,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/REMOTE/serial.c,1019,264,14.4,51.8,18,12.8,168,s_rxtrns_bit(),9,62,2,1.03,4.00,34,187,43,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/REMOTE/serialif.c,859,276,15.6,44.1,19,9.7,533,p_serialRecvTask(),12,599,6,1.57,3.68,77,87,37,33,39,1,2,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/REMOTE/serialif_lcl.h,172,59,0.0,53.5,0,0.0,{undefined},,0,71,1,0.27,0.00,43,16,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/REMOTE/serialif_rtp.c,284,99,14.1,46.1,7,7.9,98,m_clockToRTP(),6,275,5,1.10,3.57,27,48,16,4,3,1,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/REMOTE/serialif_rtp_lcl.h,85,8,0.0,71.8,0,0.0,{undefined},,0,0,0,0.00,0.00,8,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/SNTP/synctimtsk.c,497,141,14.2,51.5,10,10.3,183,syncTim(),11,240,5,1.26,3.20,36,63,23,10,6,3,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/SYSDATA/sysdataref.c,375,143,23.1,48.3,12,10.2,58,m_escape_zero_div(),34,60,2,1.08,3.75,21,89,33,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/SYSDATA/sysdatatbl.c,38,19,0.0,63.2,0,0.0,{undefined},,0,0,0,0.00,0.00,19,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/VARIABILITY/contruction.c,71,18,22.2,54.9,1,11.0,47,constructAcu(),5,55,3,1.22,5.00,7,4,3,4,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/VARIABILITY/nullfunc.c,42,2,0.0,78.6,1,0.0,39,nullFuncImpl(),1,0,0,0.00,1.00,2,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/VARIABILITY/variability.c,61,9,0.0,65.6,2,1.0,45,getVariability(),1,47,1,0.22,1.00,7,2,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/VARIABILITY/variability_lcl.h,38,0,0.0,81.6,0,0.0,{undefined},,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/J2STD/SRC/VERSION/version.c,49,4,0.0,75.5,1,1.0,44,J2StdVer(),1,46,1,0.25,1.00,3,1,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/ALMLOG/almlog_var.c,103,37,5.4,57.3,2,9.5,80,almlog_c_almlogDetect_hook_impl(),3,87,3,0.81,2.00,18,10,7,2,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/CLOCK/clock_var.c,92,22,0.0,56.5,1,11.0,72,construct_clock_hook_impl(),1,75,1,0.50,1.00,11,11,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/EIB7IF/eib7iftask_var.c,1328,583,20.2,30.0,19,24.2,313,s_eibInitialize(),38,391,6,2.05,8.16,121,135,99,103,76,44,5,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/EIB7IF/eib7iftbl_var.c,156,5,0.0,85.9,0,0.0,{undefined},,0,117,1,0.20,0.00,4,1,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/EIB7IF/eib7if_test_pref.c,120,61,18.0,23.3,3,15.0,65,util_pref_set(),7,107,4,1.43,4.67,16,13,23,8,1,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/EIB7IF/eib7if_test_pref.h,14,11,0.0,0.0,0,0.0,{undefined},,0,2,1,0.73,0.00,3,8,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/OPIF/opiffunc_var.c,432,149,27.5,32.9,19,5.8,196,getModeStr_var(),11,249,4,1.22,3.68,38,58,41,6,6,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/OPIF/opifinit_var.c,96,34,0.0,43.8,1,30.0,55,construct_opif_hook_impl(),1,58,1,0.88,1.00,4,30,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/OPIF/opiftbl_var.c,1301,74,0.0,12.8,2,0.0,649,CCALMSPACE(),1,491,1,0.05,1.00,70,4,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/OPIF/opif_lcl_var.h,125,48,0.0,38.4,0,0.0,{undefined},,0,0,0,0.00,0.00,48,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/PARALLEL/parallel_var.c,485,89,10.1,66.6,5,7.2,425,make_tx_intlk_from_acu_sig(),10,398,2,0.57,5.00,53,21,15,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/P_CONT/access_var.c,255,57,5.3,58.4,8,2.9,230,s_make_trk_rcvr_opn(),7,207,2,0.51,1.88,34,17,6,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/P_CONT/alarm_var.c,890,288,10.1,22.7,14,10.6,569,alarm_make_alm_hook_impl(),19,862,4,0.76,5.00,131,110,34,11,2,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/P_CONT/coastmode_var.c,73,7,0.0,67.1,2,1.0,56,post_coastmode_hook_impl(),1,59,1,0.29,1.00,5,2,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/P_CONT/drmode_var.c,339,62,12.9,55.5,4,8.0,274,s_make_drive_mode_cond(),23,232,2,0.73,7.25,30,19,13,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/P_CONT/interlock_var.c,341,71,15.5,58.1,7,5.9,269,s_ax1_interlock_mask(),7,277,3,0.87,2.71,30,23,15,3,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/P_CONT/interpolation_var.c,98,31,3.2,52.0,1,19.0,68,construct_interpolation_hook_impl(),2,87,2,0.87,2.00,12,11,8,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/P_CONT/srvband_var.c,129,41,7.3,48.1,3,10.7,83,chg_servoband(),7,97,2,1.17,3.00,9,16,16,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/P_CONT/srvparam_var.c,138,32,3.1,57.2,5,3.0,119,limt_wc_sd_fault(),4,129,2,0.66,1.60,17,9,6,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/P_INIT/inittask_var.c,69,14,0.0,66.7,2,3.0,44,wakeup(),1,46,1,0.43,1.00,8,6,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/P_INIT/printversion_var.c,73,8,0.0,65.8,2,1.5,56,construct_printversion_hook_impl(),1,59,1,0.38,1.00,5,3,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/P_LOOP/analog_var.c,91,14,0.0,56.0,1,2.0,84,construct_analog_hook_impl(),1,87,1,0.14,1.00,12,2,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/P_LOOP/coasting_var.c,109,20,15.0,56.9,3,3.0,90,lim_maj_ref(),11,98,3,0.75,4.33,11,5,2,2,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/P_LOOP/posncmd_var.c,121,26,7.7,52.9,3,3.7,77,make_preset_posn_rdy_hook_impl(),12,91,2,0.58,5.33,15,7,4,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/P_LOOP/posnloop_var.c,74,8,0.0,66.2,2,1.0,57,pre_posnloop_hook_impl(),1,60,1,0.25,1.00,6,2,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/P_LOOP/progcmd_var.c,89,24,8.3,55.1,1,14.0,61,construct_progcmd_hook_impl(),3,78,2,0.75,3.00,10,10,4,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/P_LOOP/realangle_var.c,64,8,0.0,65.6,1,3.0,56,construct_realangle_hook_impl(),1,59,1,0.38,1.00,5,3,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/P_LOOP/sdin_var.c,66,9,0.0,63.6,1,6.0,54,construct_sdin_hook_impl(),1,57,1,0.67,1.00,3,6,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/P_LOOP/slewcmd_var.c,62,6,0.0,67.7,1,2.0,55,construct_slewcmd_hook_impl(),1,58,1,0.33,1.00,4,2,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/P_LOOP/stepoffset.c,81,20,15.0,54.3,1,11.0,53,stepoffset_add(),4,60,2,0.75,4.00,9,7,4,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/REMOTE/aouif_lcl_var.h,41,3,0.0,73.2,0,0.0,{undefined},,0,0,0,0.00,0.00,3,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/REMOTE/aouif_var.c,207,57,7.0,51.7,5,6.2,154,make_rcc_slave_rdy(),3,161,3,0.70,1.80,26,24,5,2,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/REMOTE/dcpaif.c,315,102,1.0,64.4,4,4.8,303,wakeupDcpaSendTask(),2,309,2,0.20,1.25,83,18,1,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/REMOTE/dcpaif_lcl.h,41,3,0.0,73.2,0,0.0,{undefined},,0,0,0,0.00,0.00,3,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/REMOTE/remoteif_lcl_var.h,42,3,0.0,71.4,0,0.0,{undefined},,0,0,0,0.00,0.00,3,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/REMOTE/remoteif_var.c,660,236,8.5,51.5,7,15.0,411,remoteif_pre_edit_hook_impl(),50,556,3,0.76,9.29,110,74,50,2,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/REMOTE/serialif_lcl_var.h,61,5,0.0,72.1,0,0.0,{undefined},,0,0,0,0.00,0.00,5,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/REMOTE/serialif_var.c,74,12,0.0,67.6,1,3.0,60,construct_serialif_hook_impl(),1,63,1,0.25,1.00,9,3,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/REMOTE/serial_var.c,233,61,23.0,54.5,3,17.7,125,c_binToDouble_sign(),9,140,4,1.33,6.00,8,36,10,3,4,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/REMOTE/trkrcvrif.c,732,272,5.5,47.3,16,8.7,528,trkrcvrR_recv_data_sync_hook_impl(),6,551,3,0.79,2.00,133,80,43,16,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/REMOTE/trkrcvrif_lcl.h,44,4,0.0,70.5,0,0.0,{undefined},,0,0,0,0.00,0.00,4,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/SYSDATA/sysdatatbl_var.c,653,17,0.0,93.6,1,6.0,640,construct_sysdata_hook_impl(),1,327,1,0.47,1.00,9,8,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/VARIABILITY/construction_var.c,42,3,0.0,76.2,0,0.0,{undefined},,0,0,0,0.00,0.00,3,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/VARIABILITY/variability_var.c,42,3,0.0,76.2,0,0.0,{undefined},,0,0,0,0.00,0.00,3,0,0,0,0,0,0,0,0,0
ACU,Checkpoint2,31 10 2020,../workspace/SXA_SMCFCU/SRC/VERSION/version_var.c,18,1,0.0,83.3,0,0.0,{undefined},,0,0,0,0.00,0.00,1,0,0,0,0,0,0,0,0,0
